Mod:Item:MetaData, Localized Name
mekanism:machineblock:7, Элитный Наполняющий Механизм
mekanism:machineblock:7, Элитный Распиловка Механизм
mekanism:machineblock:8, Металлургический наполнитель
mekanism:machineblock:9, Камера очистки
mekanism:machineblock:10, Энергетическая плавильня
mekanism:machineblock:11, Телепорт
mekanism:machineblock:12, Электрическая помпа
mekanism:machineblock:13, Личный сундук
mekanism:machineblock:14, Зарядник
mekanism:machineblock:15, Логистический сортировщик
mekanism:machineblock2:0, Роторный сгуститель
mekanism:machineblock2:1, Химический окислитель
mekanism:machineblock2:2, Химический наполнитель
mekanism:machineblock2:3, Химическая инъекционная камера
mekanism:machineblock2:4, Электролитический сепаратор
mekanism:machineblock2:5, Точная лесопилка
mekanism:machineblock2:6, Химическая камера растворения
mekanism:machineblock2:7, Химический мойщик
mekanism:machineblock2:8, Химический кристаллизатор
mekanism:machineblock2:9, Сейсмический вибромеханизм
mekanism:machineblock2:10, Камера реакций под давлением
mekanism:machineblock2:11, Базовый жидкостный бак
mekanism:machineblock2:11, Продвинутый жидкостный бак
mekanism:machineblock2:11, Элитный жидкостный бак
mekanism:machineblock2:11, Совершенный жидкостный бак
mekanism:machineblock2:11, Творческий жидкостный бак
mekanism:machineblock2:12, Жидкостный снабжатель
mekanism:machineblock2:13, Лазер
mekanism:machineblock2:14, Усилитель лазера
mekanism:machineblock2:15, Лазерный притягиватель
mekanism:machineblock3:0, Квантовый телепорт
mekanism:machineblock3:1, Солнечный активатор нейтронов
mekanism:machineblock3:3, Унификатор словаря руд
mekanism:machineblock3:4, Устойчивый нагреватель
mekanism:machineblock3:5, Формульный сборщик
mekanism:machineblock3:6, Твердотопливный нагреватель
mekanism:oreblock:0, Осмиевая руда
mekanism:oreblock:1, Медная руда
mekanism:oreblock:2, Оловянная руда
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:transmitter:0, Базовый универсальный провод
mekanism:transmitter:0, Продвинутый универсальный провод
mekanism:transmitter:0, Элитный универсальный провод
mekanism:transmitter:0, Совершенный универсальный провод
mekanism:transmitter:1, Базовая механическая труба
mekanism:transmitter:1, Продвинутая механическая труба
mekanism:transmitter:1, Элитная механическая труба
mekanism:transmitter:1, Совершенная механическая труба
mekanism:transmitter:2, Базовая герметичная труба
mekanism:transmitter:2, Продвинутая герметичная труба
mekanism:transmitter:2, Элитная герметичная труба
mekanism:transmitter:2, Совершенная герметичная труба
mekanism:transmitter:3, Базовый логистический транспортер
mekanism:transmitter:3, Продвинутый логистический транспортер
mekanism:transmitter:3, Элитный логистический транспортер
mekanism:transmitter:3, Совершенный логистический транспортер
mekanism:transmitter:4, Ограничительный транспортер
mekanism:transmitter:5, Отклоняющий транспортер
mekanism:transmitter:6, Базовый теплопровод
mekanism:transmitter:6, Продвинутый теплопровод
mekanism:transmitter:6, Элитный теплопровод
mekanism:transmitter:6, Совершенный теплопровод
mekanism:obsidiantnt, Обсидиановый динамит
mekanism:boundingblock, Скреплённый блок
mekanism:gastank:0, Базовый газовый баллон
mekanism:gastank:0, Продвинутый газовый баллон
mekanism:gastank:0, Элитный газовый баллон
mekanism:gastank:0, Совершенный газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
